regime,M,K,N,who,gflops,time_ms
big_ns,256,1024,256,theirs_cublas,2241.666667,0.05987407939630125
big_ns,256,1024,256,theirs_fused,424.666667,0.3160543043045099
big_ns,256,1024,256,theirs_fused_inj,424.333333,0.3163025799813846
big_ns,512,1024,512,ours_baseline,1782.329883,0.301219
big_ns,512,1024,512,ours_online,903.220025,0.594397
big_ns,512,1024,512,ours_online_inj,576.955016,0.930525
big_ns,512,1024,512,theirs_cublas,3244.333333,0.16547957835872593
big_ns,512,1024,512,theirs_fused,1659.000000,0.32361115852923444
big_ns,512,1024,512,theirs_fused_inj,1656.666667,0.32406694882815557
big_ns,768,1024,768,ours_baseline,3130.463728,0.385872
big_ns,768,1024,768,ours_online,1274.622657,0.947700
big_ns,768,1024,768,ours_online_inj,915.212163,1.319868
big_ns,768,1024,768,theirs_cublas,4251.333333,0.28413663605803174
big_ns,768,1024,768,theirs_fused,1949.000000,0.6197842750128272
big_ns,768,1024,768,theirs_fused_inj,1946.000000,0.6207397492291881
big_ns,1024,1024,1024,ours_baseline,3103.883767,0.691870
big_ns,1024,1024,1024,ours_online,1734.145455,1.238353
big_ns,1024,1024,1024,ours_online_inj,1375.924112,1.560757
big_ns,1024,1024,1024,theirs_cublas,3683.666667,0.5829744768271673
big_ns,1024,1024,1024,theirs_fused,2341.333333,0.9172054306544997
big_ns,1024,1024,1024,theirs_fused_inj,2343.000000,0.9165529867690995
big_ns,1280,1024,1280,ours_baseline,3293.375154,1.018846
big_ns,1280,1024,1280,ours_online,1896.756156,1.769043
big_ns,1280,1024,1280,ours_online_inj,1679.779890,1.997549
big_ns,1280,1024,1280,theirs_cublas,4267.000000,0.7863705647996251
big_ns,1280,1024,1280,theirs_fused,2581.333333,1.2998876034736426
big_ns,1280,1024,1280,theirs_fused_inj,2575.666667,1.3027474568004727
big_ns,1536,1024,1536,ours_baseline,4157.648363,1.162157
big_ns,1536,1024,1536,ours_online,2348.302094,2.057588
big_ns,1536,1024,1536,ours_online_inj,1917.697061,2.519605
big_ns,1536,1024,1536,theirs_cublas,5375.333333,0.8988908982325989
big_ns,1536,1024,1536,theirs_fused,2993.000000,1.614379621784163
big_ns,1536,1024,1536,theirs_fused_inj,2997.666667,1.611866409695111
big_ns,1792,1024,1792,ours_baseline,4099.420712,1.604292
big_ns,1792,1024,1792,ours_online,2486.601722,2.644842
big_ns,1792,1024,1792,ours_online_inj,2158.739025,3.046533
big_ns,1792,1024,1792,theirs_cublas,4835.333333,1.3601272588832296
big_ns,1792,1024,1792,theirs_fused,2810.666667,2.339896348868608
big_ns,1792,1024,1792,theirs_fused_inj,2815.666667,2.335741211514651
big_ns,2048,1024,2048,ours_baseline,3710.002966,2.315344
big_ns,2048,1024,2048,ours_online,3024.151782,2.840444
big_ns,2048,1024,2048,ours_online_inj,2634.731802,3.260269
big_ns,2048,1024,2048,theirs_cublas,5058.000000,1.6982867916172402
big_ns,2048,1024,2048,theirs_fused,2970.666667,2.8915848039843373
big_ns,2048,1024,2048,theirs_fused_inj,2965.333333,2.8967854967285054
big_ns,2304,1024,2304,ours_baseline,2833.705633,3.836544
big_ns,2304,1024,2304,ours_online,2528.989474,4.298806
big_ns,2304,1024,2304,ours_online_inj,2295.508172,4.736048
big_ns,2304,1024,2304,theirs_cublas,5234.333333,2.0769857929107167
big_ns,2304,1024,2304,theirs_fused,2802.666667,3.879032814001066
big_ns,2304,1024,2304,theirs_fused_inj,2853.666667,3.8097077327637296
big_ns,2560,1024,2560,ours_baseline,3493.967177,3.841414
big_ns,2560,1024,2560,ours_online,3039.878711,4.415233
big_ns,2560,1024,2560,ours_online_inj,2738.779700,4.900640
big_ns,2560,1024,2560,theirs_cublas,5219.333333,2.5715492657153884
big_ns,2560,1024,2560,theirs_fused,2997.000000,4.478402669336003
big_ns,2560,1024,2560,theirs_fused_inj,2990.333333,4.488386847005728
big_ns,2816,1024,2816,ours_baseline,4160.666786,3.903303
big_ns,2816,1024,2816,ours_online,3539.427980,4.588410
big_ns,2816,1024,2816,ours_online_inj,3173.170433,5.118019
big_ns,2816,1024,2816,theirs_cublas,5227.666667,3.1066145036595922
big_ns,2816,1024,2816,theirs_fused,2984.666667,5.441259242635553
big_ns,2816,1024,2816,theirs_fused_inj,2982.333333,5.445516404319383
big_ns,3072,1024,3072,ours_baseline,4435.318040,4.357602
big_ns,3072,1024,3072,ours_online,3795.938538,5.091587
big_ns,3072,1024,3072,ours_online_inj,3310.790144,5.837686
big_ns,3072,1024,3072,theirs_cublas,5465.000000,3.5365695941445563
big_ns,3072,1024,3072,theirs_fused,3002.666667,6.436729406034998
big_ns,3072,1024,3072,theirs_fused_inj,3003.333333,6.435300610703141
big_ns,3328,1024,3328,ours_baseline,3720.221767,6.097162
big_ns,3328,1024,3328,ours_online,3304.946390,6.863287
big_ns,3328,1024,3328,ours_online_inj,3078.305733,7.368598
big_ns,3328,1024,3328,theirs_cublas,5316.666667,4.266356620171388
big_ns,3328,1024,3328,theirs_fused,3011.666667,7.531642289813875
big_ns,3328,1024,3328,theirs_fused_inj,3002.666667,7.554217150138297
big_ns,3584,1024,3584,ours_baseline,4216.308622,6.239267
big_ns,3584,1024,3584,ours_online,3674.633797,7.158992
big_ns,3584,1024,3584,ours_online_inj,3359.474026,7.830593
big_ns,3584,1024,3584,theirs_cublas,5245.333333,5.0152531818133745
big_ns,3584,1024,3584,theirs_fused,3025.666667,8.694505239099426
big_ns,3584,1024,3584,theirs_fused_inj,3035.333333,8.666815733875117
big_ns,3840,1024,3840,ours_baseline,4596.327953,6.570242
big_ns,3840,1024,3840,ours_online,3921.287549,7.701294
big_ns,3840,1024,3840,ours_online_inj,3564.928990,8.471133
big_ns,3840,1024,3840,theirs_cublas,5438.000000,5.553326369988967
big_ns,3840,1024,3840,theirs_fused,3037.000000,9.943690747448139
big_ns,3840,1024,3840,theirs_fused_inj,3038.666667,9.938236769423186
big_ns,4096,1024,4096,ours_baseline,5038.952706,6.818825
big_ns,4096,1024,4096,ours_online,4325.197943,7.944085
big_ns,4096,1024,4096,ours_online_inj,3839.292857,8.949497
big_ns,4096,1024,4096,theirs_cublas,5383.000000,6.383009171094185
big_ns,4096,1024,4096,theirs_fused,3029.000000,11.34359140574447
big_ns,4096,1024,4096,theirs_fused_inj,3027.333333,11.349836502460894
big_ns,4352,1024,4352,ours_baseline,4290.528979,9.040592
big_ns,4352,1024,4352,ours_online,3819.299704,10.156030
big_ns,4352,1024,4352,ours_online_inj,3522.007123,11.013301
big_ns,4352,1024,4352,theirs_cublas,5408.333333,7.1720659589012055
big_ns,4352,1024,4352,theirs_fused,3041.666667,12.75252275761616
big_ns,4352,1024,4352,theirs_fused_inj,3046.666667,12.731594109766785
big_ns,4608,1024,4608,ours_baseline,4729.626015,9.194499
big_ns,4608,1024,4608,ours_online,3844.652576,11.310916
big_ns,4608,1024,4608,ours_online_inj,3580.102338,12.146732
big_ns,4608,1024,4608,theirs_cublas,5445.333333,7.986020545053013
big_ns,4608,1024,4608,theirs_fused,3043.666667,14.287551374626268
big_ns,4608,1024,4608,theirs_fused_inj,3051.000000,14.253210053097344
big_ns,4864,1024,4864,ours_baseline,5175.110077,9.362622
big_ns,4864,1024,4864,ours_online,3879.354048,12.489863
big_ns,4864,1024,4864,ours_online_inj,3803.342554,12.739478
big_ns,4864,1024,4864,theirs_cublas,5437.000000,8.911642414566858
big_ns,4864,1024,4864,theirs_fused,3049.000000,15.891308562807478
big_ns,4864,1024,4864,theirs_fused_inj,3056.666667,15.851450317137246
big_ns,5120,1024,5120,ours_baseline,4950.584624,10.844596
big_ns,5120,1024,5120,ours_online,4235.514943,12.675458
big_ns,5120,1024,5120,ours_online_inj,4000.585582,13.419808
big_ns,5120,1024,5120,theirs_cublas,5444.000000,9.861699338721529
big_ns,5120,1024,5120,theirs_fused,3061.666667,17.535250253942813
big_ns,5120,1024,5120,theirs_fused_inj,3063.000000,17.527617107411032
big_ns,5376,1024,5376,ours_baseline,4458.109178,13.276933
big_ns,5376,1024,5376,ours_online,3748.711784,15.789429
big_ns,5376,1024,5376,ours_online_inj,3699.230055,16.000632
big_ns,5376,1024,5376,theirs_cublas,5439.666667,10.881184762125057
big_ns,5376,1024,5376,theirs_fused,3038.666667,19.478944068069445
big_ns,5376,1024,5376,theirs_fused_inj,3044.333333,19.442686320315637
big_ns,5632,1024,5632,ours_baseline,4663.123546,13.930873
big_ns,5632,1024,5632,ours_online,3867.771733,16.795557
big_ns,5632,1024,5632,ours_online_inj,3733.186799,17.401053
big_ns,5632,1024,5632,theirs_cublas,5422.666667,11.979600506762994
big_ns,5632,1024,5632,theirs_fused,3049.000000,21.30579873794687
big_ns,5632,1024,5632,theirs_fused_inj,3048.000000,21.312788829396325
big_ns,5888,1024,5888,ours_baseline,5064.869928,14.018362
big_ns,5888,1024,5888,ours_online,4083.364274,17.387912
big_ns,5888,1024,5888,ours_online_inj,3884.087944,18.280013
big_ns,5888,1024,5888,theirs_cublas,5433.000000,13.068503241671268
big_ns,5888,1024,5888,theirs_fused,3048.666667,23.2892558837427
big_ns,5888,1024,5888,theirs_fused_inj,3053.666667,23.251122619009813
big_ns,6144,1024,6144,ours_baseline,5337.805696,14.483369
big_ns,6144,1024,6144,ours_online,4227.300228,18.288129
big_ns,6144,1024,6144,ours_online_inj,4147.657717,18.639294
big_ns,6144,1024,6144,theirs_cublas,5458.000000,14.164421276658116
big_ns,6144,1024,6144,theirs_fused,3062.333333,25.245263307852973
big_ns,6144,1024,6144,theirs_fused_inj,3069.000000,25.19042402346041
big_ns,6400,1024,6400,ours_baseline,4646.306912,18.054356
big_ns,6400,1024,6400,ours_online,3858.768987,21.739078
big_ns,6400,1024,6400,ours_online_inj,3803.825570,22.053083
big_ns,6400,1024,6400,theirs_cublas,5377.000000,15.600907569276549
big_ns,6400,1024,6400,theirs_fused,3045.666667,27.542764580546923
big_ns,6400,1024,6400,theirs_fused_inj,3052.666667,27.47960689806949
big_ns,6656,1024,6656,ours_baseline,4803.284828,18.889403
big_ns,6656,1024,6656,ours_online,3993.913911,22.717361
big_ns,6656,1024,6656,ours_online_inj,3907.340084,23.220703
big_ns,6656,1024,6656,theirs_cublas,5461.666667,16.612362060871995
big_ns,6656,1024,6656,theirs_fused,3067.666667,29.576611143586156
big_ns,6656,1024,6656,theirs_fused_inj,3056.000000,29.68952360209424
big_ns,6912,1024,6912,ours_baseline,5116.673099,19.122723
big_ns,6912,1024,6912,ours_online,4088.479141,23.931814
big_ns,6912,1024,6912,ours_online_inj,3972.738229,24.629039
big_ns,6912,1024,6912,theirs_cublas,5451.666667,17.947671728404302
big_ns,6912,1024,6912,theirs_fused,3066.333333,31.90935657874871
big_ns,6912,1024,6912,theirs_fused_inj,3055.333333,32.0242386175021
big_ns,7168,1024,7168,ours_baseline,5146.783962,20.445136
big_ns,7168,1024,7168,ours_online,4289.757103,24.529757
big_ns,7168,1024,7168,ours_online_inj,4139.869469,25.417878
big_ns,7168,1024,7168,theirs_cublas,5420.666667,19.412132347594873
big_ns,7168,1024,7168,theirs_fused,3063.333333,34.350391326479915
big_ns,7168,1024,7168,theirs_fused_inj,3069.333333,34.283242429439966
big_ns,7424,1024,7424,ours_baseline,4793.374489,23.548569
big_ns,7424,1024,7424,ours_online,4014.659856,28.116232
big_ns,7424,1024,7424,ours_online_inj,3832.106087,29.455633
big_ns,7424,1024,7424,theirs_cublas,5402.000000,20.895429331358756
big_ns,7424,1024,7424,theirs_fused,3059.000000,36.900003023210196
big_ns,7424,1024,7424,theirs_fused_inj,3065.000000,36.82776810701468
big_ns,7680,1024,7680,ours_baseline,5010.776899,24.107231
big_ns,7680,1024,7680,ours_online,4105.677291,29.421688
big_ns,7680,1024,7680,ours_online_inj,4081.760959,29.594079
big_ns,7680,1024,7680,theirs_cublas,5423.333333,22.27337834187298
big_ns,7680,1024,7680,theirs_fused,3066.666667,39.389985387022826
big_ns,7680,1024,7680,theirs_fused_inj,3062.666667,39.44143073144956
big_ns,7936,1024,7936,ours_baseline,4987.352670,25.862065
big_ns,7936,1024,7936,ours_online,4153.087042,31.057196
big_ns,7936,1024,7936,ours_online_inj,4035.496117,31.962176
big_ns,7936,1024,7936,theirs_cublas,5376.333333,23.990929992435422
big_ns,7936,1024,7936,theirs_fused,3058.000000,42.17895245519947
big_ns,7936,1024,7936,theirs_fused_inj,3067.666667,42.04604039790872
big_ns,8192,1024,8192,ours_baseline,5246.898785,26.194321
big_ns,8192,1024,8192,ours_online,4320.601714,31.810142
big_ns,8192,1024,8192,ours_online_inj,4082.120232,33.668522
big_ns,8192,1024,8192,theirs_cublas,5315.666667,25.855449952351197
big_ns,8192,1024,8192,theirs_fused,3061.333333,44.89512853450513
big_ns,8192,1024,8192,theirs_fused_inj,3062.666667,44.87558341000483
big_ns,8448,1024,8448,ours_baseline,4750.981466,30.764823
big_ns,8448,1024,8448,ours_online,4113.409581,35.533322
big_ns,8448,1024,8448,ours_online_inj,3943.955793,37.060026
big_ns,8448,1024,8448,theirs_cublas,5337.000000,27.38675394266442
big_ns,8448,1024,8448,theirs_fused,3069.000000,47.62564541935484
big_ns,8448,1024,8448,theirs_fused_inj,3070.333333,47.60496335073336
big_ns,8704,1024,8704,ours_baseline,4952.302767,31.330010
big_ns,8704,1024,8704,ours_online,4219.490254,36.771194
big_ns,8704,1024,8704,ours_online_inj,4059.880414,38.216814
big_ns,8704,1024,8704,theirs_cublas,5250.000000,29.55346544152381
big_ns,8704,1024,8704,theirs_fused,3087.666667,50.25014365256935
big_ns,8704,1024,8704,theirs_fused_inj,3080.333333,50.36977391563356
big_ns,8960,1024,8960,ours_baseline,5021.456741,32.742832
big_ns,8960,1024,8960,ours_online,4344.762390,37.842511
big_ns,8960,1024,8960,ours_online_inj,4192.813113,39.213939
big_ns,8960,1024,8960,theirs_cublas,5261.000000,31.251989507698156
big_ns,8960,1024,8960,theirs_fused,3088.666667,53.23226314987781
big_ns,8960,1024,8960,theirs_fused_inj,3072.000000,53.52106666666666
big_ns,9216,1024,9216,ours_baseline,5201.739957,33.439998
big_ns,9216,1024,9216,ours_online,4300.364689,40.449168
big_ns,9216,1024,9216,ours_online_inj,4188.484681,41.529620
big_ns,9216,1024,9216,theirs_cublas,5192.333333,33.50057947599028
big_ns,9216,1024,9216,theirs_fused,3079.000000,56.49437333160117
big_ns,9216,1024,9216,theirs_fused_inj,3075.333333,56.5617306005378
big_ns,9472,1024,9472,ours_baseline,4830.409677,38.039024
big_ns,9472,1024,9472,ours_online,4197.705296,43.772503
big_ns,9472,1024,9472,ours_online_inj,4032.105034,45.570259
big_ns,9472,1024,9472,theirs_cublas,5192.000000,35.38984391987673
big_ns,9472,1024,9472,theirs_fused,3072.333333,59.80603330322296
big_ns,9472,1024,9472,theirs_fused_inj,3072.000000,59.812522666666666
big_ns,9728,1024,9728,ours_baseline,5006.479355,38.711914
big_ns,9728,1024,9728,ours_online,4222.012756,45.904740
big_ns,9728,1024,9728,ours_online_inj,4185.847998,46.301347
big_ns,9728,1024,9728,theirs_cublas,5134.000000,37.75036993221659
big_ns,9728,1024,9728,theirs_fused,3094.333333,62.63397584386879
big_ns,9728,1024,9728,theirs_fused_inj,3093.666667,62.64747307761583
big_ns,9984,1024,9984,ours_baseline,5026.163274,40.616501
big_ns,9984,1024,9984,ours_online,4398.334829,46.414194
big_ns,9984,1024,9984,ours_online_inj,4231.744026,48.241378
big_ns,9984,1024,9984,theirs_cublas,5065.000000,40.30506698677196
big_ns,9984,1024,9984,theirs_fused,3073.333333,66.42467385362524
big_ns,9984,1024,9984,theirs_fused_inj,3079.000000,66.30242425722638
big_ns,10240,1024,10240,ours_baseline,5191.837569,41.362689
big_ns,10240,1024,10240,ours_online,4488.561928,47.843467
big_ns,10240,1024,10240,ours_online_inj,4342.631557,49.451205
big_ns,10240,1024,10240,theirs_cublas,5063.000000,42.41524092435315
big_ns,10240,1024,10240,theirs_fused,3091.666667,69.46038752889915
big_ns,10240,1024,10240,theirs_fused_inj,3093.000000,69.43044448755253
